ID1,ID2,Distance
BMN090570US2018,BMN090500US2018,0.000351957
BMH663899--,BMH663805--,0.0138828
BMK385189US2011,BMK383430US2005,0.0121074
BMH663899--,BMH663865--,0.0113561
BMN090530US2018,BMN090456US2018,0.0031745
BMK384237US2014,BMK385491US2014,0.0135282
BMN090530US2018,BMN090629US2018,0
BMK385189US2011,BMK383632US2005,0.0142634
BMN090530US2018,BMN090495US2018,0.0031745
BMN090570US2018,BMN090623US2018,0.0031745
BMK384237US2014,BMK384904US2010,0.0128124
BMK384237US2014,BMK383439US2010,0.0110239
BMH663899--,BMH663904--,0.0149979
BMK384311US2014,BMK383518US2015,0.014243
BMN090530US2018,BMN090656US2018,0.000351957
BMH663899--,BMH663869--,0.0131618
BMN090570US2018,BMN090725US2018,0.0031745
BMK384311US2014,BMK384962US2011,0.0146967
BMN090570US2018,BMN090573US2018,0.0031745
BMK384237US2014,BMK383501US2014,0.0113717
BMK385189US2011,BMK385223US2005,0.013898
BMN090530US2018,BMN090717US2018,0.0031745
BMN090570US2018,BMN090448US2018,0.0031745
BMK384237US2014,BMK385533US2014,0.0131786
BMN090570US2018,BMN090492US2018,0
BMK384311US2014,BMK384631US2015,0.0149608
BMN090530US2018,BMN090548US2018,0.0031745
BMK385189US2011,BMK385530US2011,0.0138978
BMN090530US2018,BMN090703US2018,0
BMN090530US2018,BMN090650US2018,0
BMN090570US2018,BMN090517US2018,0
BMK385189US2011,BMK384137US2009,0.0138979
BMN090570US2018,BMN090679US2018,0.0031745
BMK385189US2011,BMK383889US2009,0.00744425
BMN090570US2018,BMN090726US2018,0.0031745
BMK385189US2011,BMK383554US2007,0.0110388
BMH663899--,BMH663802--,0.012444
BMN090570US2018,BMN090559US2018,0.0031745
BMK384237US2014,BMK383461US2010,0.00923427
BMN090530US2018,BMN090592US2018,0
BMK384237US2014,BMK384203US2010,0.0106549
BMK385189US2011,BMK383620US2005,0.0135273
BMK385189US2011,BMK384265US2014,0.0113962
BMN090570US2018,BMN090477US2018,0
BMN090530US2018,BMN090522US2018,0
BMN090570US2018,BMN090729US2018,0.0031745
BMN090530US2018,BMN090682US2018,0.00459034
BMK384311US2014,BMK385008US2014,0.0138114
BMN090570US2018,BMN090590US2018,0.00530352
BMN090570US2018,BMN090721US2018,0.0031745
BMK385189US2011,BMK383698US2014,0.0146366
BMN090570US2018,BMN090644US2018,0.0031745
BMN090570US2018,BMN090489US2018,0
BMN090570US2018,BMN090637US2018,0
BMK385189US2011,BMK383766US2011,0.0142605
BMN090530US2018,BMN090664US2018,0.0031745
BMK385189US2011,BMK384022US2014,0.014611
BMK385189US2011,BMK383661US2015,0.00708244
BMN090530US2018,BMN090535US2018,0.0031745
BMH663899--,BMH663896--,0.0142545
BMN090530US2018,BMN090641US2018,0
BMK384311US2014,BMK383602US2018,0.014243
BMN090570US2018,BMN090712US2018,0.0038826
BMN090570US2018,BMN090719US2018,0.00565584
BMH663899--,BMH663826--,0.0124603
BMN090530US2018,BMN090468US2018,0
BMK384311US2014,BMK385254US2011,0.0146019
BMH663899--,BMH663847--,0.0113591
BMN090570US2018,BMN090576US2018,0
BMN090570US2018,BMN090510US2018,0
BMN090570US2018,BMN090702US2018,0.00352758
BMK385189US2011,BMK385333US2009,0.0135378
BMK384237US2014,BMK384287US2010,0.0146099
BMN090570US2018,BMN090614US2018,0
BMN090530US2018,BMN090620US2018,0
BMN090570US2018,BMN090531US2018,0.00352758
BMH663899--,BMH663863--,0.0117212
BMK385189US2011,BMK383640US2015,0.0135474
08_BCJQ302638CN2009,08_BCAY008716CN1997,0.0135192
BMN090570US2018,BMN090519US2018,0
BMN090530US2018,BMN090464US2018,0
BMH663899--,BMH663888--,0.00922952
BMN090570US2018,BMN090680US2018,0.0031745
BMN090570US2018,BMN090536US2018,0.0031745
BMK384311US2014,BMK383483US2015,0.014243
BMN090570US2018,BMN090491US2018,0
BMN090530US2018,BMN090698US2018,0.000351957
BMH663899--,BMH663898--,0.0117484
BMK384237US2014,BMK384161US2010,0.0128045
BMN090570US2018,BMN090691US2018,0.00530352
BMK384311US2014,BMK384501US2015,0.0146053
BMK385189US2011,BMK384079US2014,0.0142787
BMK385189US2011,BMK384523US2018,0.00921703
BMN090530US2018,BMN090539US2018,0.00459034
BMN090570US2018,BMN090452US2018,0
BMK384311US2014,BMK383546US2007,0.0138878
BMH663899--,BMH663839--,0.0117212
BMK385189US2011,BMK383610US2005,0.0121074
BMN090530US2018,BMN090497US2018,0
BMN090570US2018,BMN090538US2018,0
BMK384311US2014,BMK384168US2005,0.0131716
BMN090530US2018,BMN090575US2018,0.0031745
BMN090530US2018,BMN090670US2018,0
BMK385189US2011,BMK385402US2007,0.011401
BMK384311US2014,BMK383673US2011,0.0124424
BMK384237US2014,BMK383416US2010,0.0102976
BMN090570US2018,BMN090599US2018,0
BMK385189US2011,BMK383421US2007,0.0114009
BMN090530US2018,BMN090672US2018,0.00459034
BMK385189US2011,BMK383582US2009,0.0110388
BMN090530US2018,BMN090585US2018,0.0031745
BMK385189US2011,BMK384778US2011,0.012459
BMN090570US2018,BMN090610US2018,0
BMK384237US2014,BMK384078US2010,0.0110288
BMN090530US2018,BMN090731US2018,0
BMN090570US2018,BMN090686US2018,0.0031745
BMN090530US2018,BMN090625US2018,0.0031745
BMK384237US2014,BMK384297US2010,0.0128127
BMH663899--,BMH663905--,0.0146414
BMK384311US2014,BMK383586US2018,0.014243
BMN090570US2018,BMN090606US2018,0.00282063
BMK384311US2014,BMK383883US2007,0.013541
BMK385189US2011,BMK383898US2014,0.0146266
BMN090570US2018,BMN090685US2018,0
BMH663899--,BMH663856--,0.0117227
BMH663899--,BMH663871--,0.0117212
BMK385189US2011,BMK384211US2011,0.0124554
BMN090530US2018,BMN090648US2018,0.000351957
BMN090530US2018,BMN090570US2018,0.0031745
BMK384237US2014,BMK383386US2010,0.0106531
BMN090530US2018,BMN090500US2018,0.00352827
BMN090570US2018,BMN090602US2018,0
BMK385189US2011,BMK384776US2011,0.0110112
BMN090570US2018,BMN090693US2018,0
BMN090570US2018,BMN090667US2018,0.0031745
BMK385189US2011,BMK384915US2011,0.0121074
BMK385189US2011,BMK383790US2011,0.012445
BMK385189US2011,BMK383588US2015,0.0024681
BMH663899--,BMH663801--,0.0117253
BMK385189US2011,BMK384261US2014,0.0121074
BMN090530US2018,BMN090623US2018,0
BMN090570US2018,BMN090594US2018,0.00352758
BMK383469US2007,BMK383642US2007,0.0146162
BMK384311US2014,BMK385494US2011,0.0146107
BMK385189US2011,BMK384190US2005,0.0142942
BMK384237US2014,BMK384200US2010,0.0102914
BMN090570US2018,BMN090673US2018,0.00352758
BMN090570US2018,BMN090646US2018,0.0031745
BMK385189US2011,BMK384467US2015,0.0142787
BMN090530US2018,BMN090725US2018,0
BMH663899--,BMH663883--,0.00956908
BMK385189US2011,BMK384846US2014,0.00861274
BMN090530US2018,BMN090573US2018,0
BMK385189US2011,BMK383655US2009,0.0131739
BMN090570US2018,BMN090582US2018,0
BMN090570US2018,BMN090549US2018,0
BMN090570US2018,BMN090654US2018,0
BMN090530US2018,BMN090448US2018,0
BMN090530US2018,BMN090492US2018,0.0031745
BMK384311US2014,BMK383445US2014,0.014243
BMH663899--,BMH663891--,0.0128142
BMN090570US2018,BMN090697US2018,0
BMK384311US2014,BMK384654US2015,0.0135283
BMK384237US2014,BMK384387US2014,0.0124406
BMK384237US2014,BMK384532US2010,0.0102916
BMN090570US2018,BMN090628US2018,0.00388137
BMN090570US2018,BMN090596US2018,0.0031745
BMK385189US2011,BMK384914US2011,0.01473
BMN090570US2018,BMN090550US2018,0
BMN090530US2018,BMN090517US2018,0.0031745
BMK385189US2011,BMK385061US2009,0.0117543
BMK384311US2014,BMK383810US2009,0.0110036
BMK385189US2011,BMK383402US2011,0.012463
BMN090530US2018,BMN090679US2018,0
BMK385189US2011,BMK384750US2015,0.00317888
BMK384311US2014,BMK383606US2018,0.014243
BMN090530US2018,BMN090726US2018,0
BMN090530US2018,BMN090559US2018,0
BMK384237US2014,BMK383815US2010,0.00921893
BMN090570US2018,BMN090627US2018,0
BMN090570US2018,BMN090581US2018,0
