ID1,ID2,Distance
BMN090597US2018,BMN090517US2018,0
BMN090597US2018,BMN090560US2018,0
BMN090888DE2018,BMN090889DE2018,0.0095853
BMK169627US2018,BMK169667US2018,0.0149635
BMN090597US2018,BMN090454US2018,0
BMN090597US2018,BMN090641US2018,0.0031745
BMN090597US2018,BMN090594US2018,0.00352758
BKY778387US2013,BMH843872US2013,0.000351718
BMK169627US2018,BMK169670US2018,0.0149635
BMN090597US2018,BMN090620US2018,0.0031745
BMN090597US2018,BMN090684US2018,0.00352758
BMN090597US2018,BMN090489US2018,0
BMN090597US2018,BMN090466US2018,0
BMK169627US2018,BMK169654US2018,0.0127976
BMN090597US2018,BMN090657US2018,0
BMN090597US2018,BMN090578US2018,0.0031745
CMT194497ZM2008,CMT194493ZM2008,0.000351952
BMK169627US2018,BMK169648US2018,0.0127976
BMN090597US2018,BMN090573US2018,0.0031745
BMN090597US2018,BMN090675US2018,0.0031745
BMN090597US2018,BMN090469US2018,0.0031745
BMN090597US2018,BMN090691US2018,0.00530352
BMN090597US2018,BMN090586US2018,0.00317338
BMN090597US2018,BMN090643US2018,0.00352758
BMN090597US2018,BMN090601US2018,0
BMN090597US2018,BMN090700US2018,0.00352758
BMN090597US2018,BMN090606US2018,0.00282063
BMN090597US2018,BMN090671US2018,0.00388077
BMN090597US2018,BMN090527US2018,0
BMK114990US2016,BMN090352US2018,0.00388221
BMN090888DE2018,BMN090865DE2018,0.00851181
BMN090888DE2018,BMN090933DE2018,0.00141045
BMN090597US2018,BMN090683US2018,0.00352883
BMN090888DE2018,BMN090916DE2018,0.00141045
BMN090597US2018,BMN090572US2018,0.0031745
BMK169627US2018,BMK169639US2018,0.0127976
BMN090597US2018,BMN090665US2018,0
BMN090597US2018,BMN090480US2018,0.0031745
BMN090888DE2018,BMN090863DE2018,0.010311
BMN090597US2018,BMN090583US2018,0.0031745
BMK169627US2018,BMK169600US2018,0
BMN090597US2018,BMN090603US2018,0.0031745
BMN090888DE2018,BMN090859DE2018,0.00211831
BMN090597US2018,BMN090559US2018,0.0031745
BMN090597US2018,BMN090663US2018,0.00352758
BMN090597US2018,BMN090549US2018,0
BMN090597US2018,BMN090499US2018,0.0031745
BMN090597US2018,BMN090554US2018,0.0031745
BMN090888DE2018,BMN090886DE2018,0.00816006
BMN090597US2018,BMN090625US2018,0
BMN090597US2018,BMN090483US2018,0
BMN090597US2018,BMN090463US2018,0
BMN090597US2018,BMN090666US2018,0.0031745
CMT194497ZM2008,CMT194481ZM2012,0.00494705
BMK169627US2018,BMK169638US2018,0.0127976
BMN090597US2018,BMN090688US2018,0.00565584
BMN090597US2018,BMN090672US2018,0.00565584
BMN090597US2018,BMN090522US2018,0.0031745
BKY778387US2013,BMH843902US2013,0
BMN090597US2018,BMN090486US2018,0
BMN090597US2018,BMN090537US2018,0
BMK169627US2018,BMK169603US2018,0.0106475
BMN090597US2018,BMN090714US2018,0.0031745
BMN090597US2018,BMN090477US2018,0
BMN090597US2018,BMN090495US2018,0
BMN090597US2018,BMN090639US2018,0.0031745
CMT194497ZM2008,CMT194485ZM2012,0.00388669
BMN090597US2018,BMN090550US2018,0
BMN090597US2018,BMN090502US2018,0.00352883
BMN090597US2018,BMN090682US2018,0.00565584
BMK169627US2018,BMK169634US2018,0.0131583
BMN090597US2018,BMN090568US2018,0
BMN090597US2018,BMN090574US2018,0.0031745
