ID1,ID2,Distance
BMK384987US2018,BMK383972US2014,0.0142549
BMK384987US2018,BMK384269US2014,0.0142411
BMK384237US2014,BMK385491US2014,0.0135282
BMN090379US2018,BMN090412US2018,0.00958081
BMK384987US2018,BMK384003US2005,0.0135281
BMN090379US2018,BMN090384US2018,0
BMN090379US2018,BMN090373US2018,0.00993035
BMK384124US2014,BMK383673US2011,0.0142543
BMK384987US2018,BMK385056US2007,0.0142549
BMK384124US2014,BMK385109US2011,0.0103075
BMK383593US2011,BMK383409US2005,0.00780291
BMK384237US2014,BMK384904US2010,0.0128124
BMK384237US2014,BMK383439US2010,0.0110239
BMK384987US2018,BMK385188US2005,0.0146069
BMK384987US2018,BMK384476US2018,0.000351834
BMK384987US2018,BMK385569US2011,0.0139062
BMK384358US2015,BMK383633US2005,0.0131701
BMK384358US2015,BMK385008US2014,0.0112245
BMN090530US2018,BMN090456US2018,0.0031745
BMK384987US2018,BMK384704US2015,0.0138924
BMN090379US2018,BMN090434US2018,0
BMN090530US2018,BMN090629US2018,0
BMK384358US2015,BMK383623US2005,0.0135275
BMK383593US2011,BMK383420US2005,0.0135327
BMN090530US2018,BMN090495US2018,0.0031745
BMK384124US2014,BMK385211US2009,0.000351834
BMK383593US2011,BMK383625US2005,0.0128222
BMK384987US2018,BMK383401US2009,0.0138853
01_AEJQ302673CN2009,01_AEJQ302672CN2009,0.0135328
BMK384124US2014,BMK384845US2011,0.0149805
BMK384124US2014,BMK383666US2009,0.000704103
BMK384237US2014,BMK383501US2014,0.0113717
BMK384124US2014,BMK383954US2014,0.0124486
BMK383593US2011,BMK383734US2014,0.0125419
BMK384124US2014,BMK383586US2018,0.0060194
BMK384358US2015,BMK383677US2007,0.0117278
BMN090530US2018,BMN090656US2018,0.000351957
BMK384124US2014,BMK383883US2007,0.0146359
BMK383593US2011,BMK384541US2015,0.0142634
BMK384237US2014,BMK385533US2014,0.0131786
BMK384124US2014,BMK385520US2014,0.0124486
BMK384987US2018,BMK383555US2009,0.0142549
BMK384358US2015,BMK384153US2014,0.0107732
BMK384124US2014,BMK385157US2011,0.0113769
BMK384358US2015,BMK385254US2011,0.0135358
BMN090530US2018,BMN090717US2018,0.0031745
BMK384124US2014,BMK385262US2005,0.0142449
BMN090379US2018,BMN090438US2018,0.00993773
BMK384124US2014,BMK383443US2005,0.0088665
BMK383593US2011,BMK383496US2015,0.00745287
BMK384124US2014,BMK385058US2011,0.011224
BMN090530US2018,BMN090548US2018,0.0031745
BMK384124US2014,BMK383772US2014,0.0124486
BMN090530US2018,BMN090703US2018,0
BMN090530US2018,BMN090650US2018,0
BMK384987US2018,BMK383446US2005,0.0142536
BMK383593US2011,BMK384961US2011,0.00211755
BMK383593US2011,BMK384145US2014,0.0138929
BMK384358US2015,BMK383674US2007,0.0106496
BMK384358US2015,BMK383521US2015,0.0113623
BMK384124US2014,BMK384661US2011,0.0120709
BMK384358US2015,BMK385264US2007,0.0113724
BMK384358US2015,BMK384501US2015,0.0120886
BMK384124US2014,BMK385126US2011,0.0103075
BMK384987US2018,BMK384963US2015,0.00814484
BMN090530US2018,BMN090592US2018,0
BMK384237US2014,BMK383461US2010,0.00923427
BMK384124US2014,BMK383396US2009,0.0139035
BMN090530US2018,BMN090522US2018,0
BMN090530US2018,BMN090682US2018,0.00459034
BMK384358US2015,BMK383546US2007,0.0113739
BMK383593US2011,BMK385535US2007,0.0129771
BMK383593US2011,BMK383444US2007,0.00745292
BMK384987US2018,BMK385500US2015,0.00814196
BMK384237US2014,BMK384203US2010,0.0106549
BMK384124US2014,BMK383835US2014,0.013919
BMN090530US2018,BMN090664US2018,0.0031745
